business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes/ByAppointmentOnly,categories,hours,attributes/BusinessAcceptsCreditCards,hours/Monday,hours/Tuesday,hours/Wednesday,hours/Thursday,hours/Friday,hours/Saturday,attributes/BikeParking,attributes/RestaurantsPriceRange2,attributes/CoatCheck,attributes/RestaurantsTakeOut,attributes/RestaurantsDelivery,attributes/Caters,attributes/WiFi,attributes/BusinessParking,attributes/WheelchairAccessible,attributes/HappyHour,attributes/OutdoorSeating,attributes/HasTV,attributes/RestaurantsReservations,attributes/DogsAllowed,hours/Sunday,attributes/Alcohol,attributes/GoodForKids,attributes/RestaurantsAttire,attributes/Ambience,attributes/RestaurantsTableService,attributes/RestaurantsGoodForGroups,attributes/DriveThru,attributes,attributes/NoiseLevel,attributes/GoodForMeal,attributes/BusinessAcceptsBitcoin,attributes/Smoking,attributes/Music,attributes/GoodForDancing,attributes/AcceptsInsurance,attributes/BestNights,attributes/BYOB,attributes/Corkage,attributes/BYOBCorkage,attributes/HairSpecializesIn
U2Tzy6J9aAAg9pzXsgdkvg,Premier Mortgage Resources,"3363 E Presidential Dr, Ste 200",Meridian,ID,83642,43.6141936,-116.3525001,5,6,1,,"Real Estate, Home Services, Financial Services, Mortgage Brokers, Mortgage Lenders",,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,0:0-0:0,,,,,,,,,,,,,,,,,,,,
1MeIwdbTnZOBFCKOrgaxuw,Ricardo's Italian Cafe,1931 Park Ave,Saint Louis,MO,63104,38.6172724,-90.2127841,3.5,80,0,,"American (New), Restaurants, Cafes, Italian, American (Traditional)",,True,11:0-14:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,17:30-22:0,True,2,,True,False,False,'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,False,True,True,,,u'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,,u'average',,,,,,,,,,,
8KMIT0NXu30Jz5Ojo5uxaw,Cornerstone Physical Therapy Associates,"1338 Bristol Pike, Ste 203",Bensalem,PA,19020,40.0722036,-74.9644197,5,6,1,True,"Fitness & Instruction, Physical Therapy, Health & Medical, Active Life, Trainers",,True,9:0-19:0,9:0-15:30,9:0-19:0,9:0-15:30,9:0-15:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiLGdnf42eYftkqfU2ze1w,Saks Fifth Avenue,8701 Keystone Crossing,Indianapolis,IN,46240,39.913836,-86.1079073,3.5,29,1,,"Women's Clothing, Men's Clothing, Accessories, Fashion, Jewelry, Department Stores, Shopping, Shoe Stores",,True,10:0-18:0,10:0-18:0,8:0-21:0,10:0-21:0,8:0-21:0,10:0-21:0,False,4,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,10:0-19:0,,,,,,,,,,,,,,,,,,,,
EuRGgOwJ0g1vTj2R04j37Q,Crafty Crab,51 Ludwig Dr,Fairview Heights,IL,62208,38.6012982,-89.9896835,2.5,14,1,,"Seafood, Restaurants",,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,,,,True,True,,,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",,,,True,,,12:0-22:0,,True,,,,,,,,,,,,,,,,,,
TLZ3-eDPLhUzfsWO4ad6Ug,Mahony's Po-Boys & Seafood,901 Iberville St,New Orleans,LA,70112,29.9554151,-90.0700619,4,382,1,,"Restaurants, Seafood, Cajun/Creole",,True,0:0-0:0,,,15:0-20:0,12:0-20:0,12:0-20:0,True,2,,True,False,False,u'free',"{'garage': None, 'street': False, 'validated': None, 'lot': False, 'valet': False}",True,True,False,True,False,False,12:0-20:0,'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,,,u'average',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}",,,,,,,False,,,
Dy91wdWkwtI_qgjAIZ0Niw,Taqueria Los Primos,3322 Old Capitol Trl,Wilmington,DE,19808,39.7320886,-75.6256733,4,23,1,,"Mexican, Restaurants",,True,,,,,,,False,1,,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,,u'none',True,u'casual',"{u'divey': True, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",,True,,,u'quiet',"{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': None, u'latenight': None, u'dessert': False}",,,,,,,,,,
2Bi3ef7c0CrLxHD_-yy_tw,AIM Mail Center,"12112 N Rancho Vistoso Blvd, Ste 150",Oro Valley,AZ,85755,32.4263727,-110.9592405,3,13,1,,"Printing Services, Local Services, Shipping Centers, Couriers & Delivery Services, Notaries",,True,8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,9:0-16:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vje0KIiE7vtpx7JzmBx5LQ,The Pearl,163 107th Ave,Treasure Island,FL,33706,27.7694046,-82.767317,4,129,1,,"Restaurants, French, Moroccan, Seafood, Mediterranean",,True,,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,True,3,,True,True,True,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}",True,False,True,False,True,,,u'full_bar',False,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,True,,,u'average',"{u'breakfast': False, u'brunch': False, u'lunch': False, u'dinner': True, u'latenight': False, u'dessert': None}",,,,,,,,,,
2n9HHBxG7yAyAUwXXa49aw,Mighty Dustless,1256 Valley Hill Trl,Southampton,PA,18966,40.1690207,-75.0093159,4,5,1,,"Flooring, Handyman, Contractors, Home Services",,True,0:0-0:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,
kK2i5Xyd9SOpF5pCFilbcg,Swat Pest Control,36 1/2 W Butler Ave,Chalfont,PA,18914,40.2844964,-75.207999,4.5,7,1,,"Pest Control, Local Services",,True,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6DCYks9lqZeoZiVzW7PmA,Its Sold Here,94 York Rd,Willow Grove,PA,19090,40.1428489,-75.1143791,1.5,10,1,,"Shopping, Auction Houses, Active Life",,False,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-16:0,,True,1,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,,,,,,,,,,,,,,,,,,,,,,,,,,
VrGxoSNZfSiT-G4OqRRGIw,Sunset 44 Bistro,118 W Adams Ave,Saint Louis,MO,63122,38.5832229,-90.4071872,4,73,1,,"Bars, Lounges, American (New), Restaurants, Nightlife, Wine Bars",,True,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,True,2,,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True,,16:0-20:0,'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,,,u'quiet',"{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",False,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,,,
H0NEOp4e3Zu598u6kO3y0g,America's Best Contacts & Eyeglasses,"79 Route 73, Ste 6, Coopers Plaza",Voorhees,NJ,08043,39.824552,-74.929032,3.5,17,1,False,"Eyewear & Opticians, Health & Medical, Shopping, Doctors, Optometrists, Ophthalmologists",,True,0:0-0:0,9:0-18:0,9:0-15:0,9:0-19:0,9:0-19:0,9:0-18:0,False,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
sB45WFgysT617bKWP_WJwA,Budweiser Brewery Experience,1200 Lynch St,Saint Louis,MO,63118,38.6001971,-90.2135377,4.5,605,1,True,"Bars, Beer Gardens, Food, Breweries, Nightlife, Tours, Pubs, Wine Tours, Beer Tours, Hotels & Travel",,True,0:0-0:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,True,1,,False,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,,,,9:0-17:0,,,,,,,,,,,,,,,,,,,,
Fk1xpM7fjqEJ4paqk5ZFSg,Jamba Juice,"13601 W Mcmillan Rd, Ste 103",Boise,ID,83713,43.6478323,-116.3520706,3,19,0,,"Juice Bars & Smoothies, Food",,True,0:0-0:0,7:0-22:0,7:0-21:0,7:0-22:0,7:0-22:0,7:0-22:0,True,1,,True,,True,u'free',None,True,,,,,,7:0-20:0,,,,,,,,,,,False,,,,,,,,,
4dVrWc4Nhuw9apfk9BWEcA,Walmart Supercenter,41232 US Hwy 19 N,Tarpon Springs,FL,34689,28.1477204,-82.7425681,2,29,1,,"Grocery, Food, Shopping, Fashion, Drugstores, Department Stores, Discount Store, Electronics",,True,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,True,2,,False,True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,0:0-0:0,,,,,,,,,,,,,,,,,,,,
xfmkEGiIERBaBMLhw-dTCg,Walmart Vision & Glasses,1675 S Christopher Columbus Blvd,Philadelphia,PA,19148,39.9198090864,-75.157802746,4.5,6,1,,"Eyewear & Opticians, Shopping",,True,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-18:0,,2,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTf_U8kYu9PAE2cZGJqtJg,Mirror Lake Community Library,280 5th St N,St. Petersburg,FL,33701,27.7747314,-82.6402836,3.5,6,1,,"Public Services & Government, Libraries",,,10:0-20:0,10:0-18:0,10:0-20:0,10:0-18:0,10:0-18:0,10:0-18:0,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
kk_oEw1j3xQ-cJaAII8A0Q,Giant Food Store,1760 Dekalb Pike,Blue Bell,PA,19422,40.1490655,-75.3060284,3,29,1,,"Grocery, Food",,True,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,False,2,,True,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,6:0-0:0,,,,,,,,,,,,,,,,,,,,
RXpADfOCZBGi82-CGxYdsw,Monogram Express,2109 Veterans Memorial Blvd,Metairie,LA,70002,30.0032388544,-90.146487573,4.5,8,1,,"Flowers & Gifts, Embroidery & Crochet, Uniforms, Arts & Crafts, Home & Garden, Shopping, Gift Shops, Home Decor",,True,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-15:0,False,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,False,,,,,,,,,
qFX8IdomeBVhDPCSyz2aRg,Nashville Delivers,6591 Bluff Rd,Brentwood,TN,37027,36.002397,-86.7023814,3.5,7,1,,"Couriers & Delivery Services, Local Services, Food, Food Delivery Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bYjnX_J1bHZob10DoSFkqQ,Tinkle Belle Diaper Service,,Santa Barbara,CA,93101,34.420334,-119.7107494,5,17,1,True,"Parenting Classes, Maternity Wear, Fashion, Education, Specialty Schools, Local Services, Home Services, Laundry Services, Child Care & Day Care, Shopping, Baby Gear & Furniture",,True,0:0-0:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-14:0,True,2,,,,,u'no',,True,,,,,True,,,,,,,,,,,,False,,,,,,,,,
luGY5CJlb4CJ3LrBcSXMPA,Desert Design Center,4146 E Speedway Blvd,Tucson,AZ,85712,32.2358661,-110.9036755,3,5,1,,"Furniture Stores, Shopping, Home & Garden",,True,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,,3,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,12:0-17:0,,,,,,,,,,,,,,,,,,,,
VZzivJEbmHItOxNXJB3SpA,Subway,"330 Franklin Rd, Ste 900-d",Brentwood,TN,37027,36.0263631408,-86.7894728157,2.5,14,1,,"Sandwiches, Fast Food, Restaurants",,True,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-20:0,9:0-22:0,,1,,True,True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,10:0-22:0,,True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,False,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
iPSPcprSnkLOuL1Ns8UZZA,Pete's Barber Shop,1209 N 29th St,Philadelphia,PA,19121,39.9748805,-75.1832618,4.5,12,1,,"Barbers, Beauty & Spas",,,,,,,,,,1,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3kQYhkYxSRyYyeBgtk--A,Cook's Glass & Mirror,5703 W Morris St,Indianapolis,IN,46241,39.7500892,-86.2575225,5,5,1,False,"Home Services, Glass & Mirrors, Door Sales/Installation",,True,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wEfK2HIYNzkA1QYfUjHBaw,Leslie's,"7955 E Broadway Blvd, Ste 147",Tucson,AZ,85710,32.2215422,-110.8221011,2.5,15,1,,"Hardware Stores, Home Services, Hot Tub & Pool, Pool & Hot Tub Service, Home & Garden, Shopping",,True,9:0-17:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,9:0-18:0,True,2,,,,,,None,,,,,,,10:0-17:0,,,,,,,,,,,,,,,,,,,,
anLQj9AM8vjbcLSIE0iUgg,Papa Murphy's,"7250 North La Cholla, Suite 186",Tucson,AZ,85741,32.3385723,-111.0107602,4,22,1,,"Pizza, Restaurants",,True,,,,,,,False,1,,True,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,,u'none',True,u'casual',,,True,True,,u'quiet',,,,,,,,,,,
BVo_36t3z7vfXp3XGgJkOg,Sears Auto Center,4400 Veterans Memorial Blvd,Metairie,LA,70006,30.0042804,-90.1813221,1.5,37,0,,"Tires, Auto Repair, Oil Change Stations, Automotive",,True,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-18:0,,,,,,,,,,,,,,,10:0-17:0,,,,,,,,,,,,,,,,,,,,
P8brGDYVWjeW9GrKixH0yQ,Laser Spine Institute,5332 Avion Park Dr,Tampa,FL,33607,27.9586132,-82.5325949,3,36,0,True,"Medical Centers, Doctors, Diagnostic Services, Health & Medical, Orthopedists, Spine Surgeons, Diagnostic Imaging",,True,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,10:0-18:0,,,,,,,,,,,,,,,10:0-18:0,,,,,,,,,,,,,,,,,,,,
Cdytv_YhJO0W0Ab8t2xLtg,Nipper's Pub,1205 Delsea Dr,Woodbury,NJ,08096,39.8444681,-75.1248703,3.5,29,1,,"Nightlife, Chicken Wings, Pubs, Bars, American (Traditional), Restaurants",,True,,,,,,,False,1,,True,False,,u'no',"{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}",,,True,True,False,,,u'full_bar',False,u'casual',"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}",,True,,,u'average',"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,,,,,,
3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,1800 Spring Garden St,Philadelphia,PA,19130,39.963077709,-75.1680274529,3,137,1,,"Restaurants, Chinese",,True,0:0-0:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,True,1,,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True,False,12:0-22:30,u'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}",True,True,,,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}",False,,,,,,,,,
FRYkg_JvsWU9xIXZsEZcVA,Altamura,2127 Prytania St,New Orleans,LA,70115,29.9333877563,-90.079498291,3.5,27,0,,"Cocktail Bars, Italian, Nightlife, Seafood, Bars, Restaurants",,True,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,True,3,,False,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,True,False,True,,15:0-20:0,'full_bar',False,u'formal',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
9C2rpb56aQvW0ViZHK9sPw,Home Plate Sports Pub,4880 E 22nd St,Tucson,AZ,85711,32.206315,-110.887843,3.5,56,1,,"Bars, Restaurants, Sports Bars, Nightlife",,True,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,True,1,,,False,False,u'no',"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}",,True,True,True,False,,10:0-2:0,u'full_bar',True,u'casual',"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': False, u'upscale': None}",,True,,,u'average',,,,"{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",,,"{u'monday': True, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}",,,,
k0yyD71s2F2eEKWRdkZ6jA,Cold Stone Creamery,"55 S Raceway Rd, Ste 400",Indianapolis,IN,46231,39.7628744,-86.3257127,3,19,1,,"Custom Cakes, Food, Desserts, Cupcakes, Ice Cream & Frozen Yogurt",,True,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,False,2,,True,True,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,12:0-21:0,,,,,,,,,,,,,,,,,,,,
dM5OKNzk9AL2aiq-fV-SYg,Walmart Supercenter,400 W Northfield Dr,Brownsburg,IN,46112,39.8591499,-86.3964221,1.5,14,1,,"Discount Store, Department Stores, Food, Drugstores, Shopping, Grocery, Fashion, Mobile Phones",,True,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,False,1,,False,True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,6:0-23:0,,,,,,,,,,,,,,,,,,,,
qdYfHRsZdcz4Bun4f9Ijaw,Norristown Car Wash,10 E Germantown Pike,Norristown,PA,19401,40.140914,-75.3123146,2,8,1,,"Car Wash, Auto Detailing, Automotive",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y6t4pnKm5LF8y5ChHA27ow,Meineke Car Care Center,2632 Land O Lakes Blvd,Land O Lakes,FL,34639,28.1961683557,-82.464425454,4.5,27,1,,"Auto Repair, Automotive, Tires, Oil Change Stations",,True,0:0-0:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-16:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_kLUlU60fzoZYAOxbH_3w,Pain Institute of Southern Arizona,"4582 N 1st Ave, Ste 170",Tucson,AZ,85718,32.2891826,-110.9572299,2.5,43,1,True,"Pain Management, Doctors, Health & Medical, Osteopathic Physicians",,True,7:0-16:30,7:0-16:30,7:0-16:30,7:0-16:30,7:0-16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
txiXR1YfMyk-5S4ZzOVIhQ,Advance Financial,2845 Lebanon Pike,Nashville,TN,37214,36.1676590439,-86.6582959,2,7,1,,"Title Loans, Installment Loans, Financial Services, Check Cashing/Pay-day Loans",,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,10:0-16:0,,,,,,,,,,,,,,,10:0-16:0,,,,,,,,,,,,,,,,,,,,
0vCsslN-TYnDeOSNT4rIfg,Whole Foods Market,14598 Clay Terrace Blvd,Carmel,IN,46032,39.999084,-86.131076,3.5,44,1,,"Food, Organic Stores, Specialty Food, Health Markets, Grocery",,True,0:0-0:0,8:0-22:0,8:0-22:0,7:0-15:0,8:0-21:0,9:0-20:0,True,3,,True,None,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,8:0-21:0,,,,,,,,,,,,,,,,,,,,
zFvqulgAYOpSG2t1v8AZ-w,The Cake Drip,1625 W Snow Cir,Tampa,FL,33606,27.935753,-82.4764699,4,40,1,,"Desserts, Do-It-Yourself Food, Food, Patisserie/Cake Shop",,,,16:0-21:0,16:0-21:0,16:0-21:0,12:0-22:30,12:0-22:30,,,,True,False,,,,,,,,,,12:0-19:0,,,,,,,,,,,,,,,,,,,,
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,34.4087147,-119.6850187,4,2404,1,False,"Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife",,True,0:0-0:0,11:0-21:0,11:0-21:0,11:0-14:0,11:0-21:0,11:0-21:0,True,2,False,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",,False,True,False,False,,11:0-21:0,'beer_and_wine',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",,False,,,u'average',"{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}",False,,"{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}",,,"{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}",,,,
GWGXTKR0Fhdvzf_isDqJug,"David Gower, Jr.  - Coldwell Banker Preferred","325 Chestnut St, Ste 1300",Philadelphia,PA,19106,39.9490268625,-75.1471895999,5,17,1,True,"Real Estate, Home Services, Real Estate Agents",,True,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,,,,,,,,,,,,,,,9:0-19:0,,,,,,,,,,,,,,,,,,,,
-aeZuatjCDMV1X4gCTz9Ug,David Thomas Trailways,14005 McNulty Rd,Philadelphia,PA,19154,40.1064092,-74.9739371,4.5,6,1,,"Buses, Transportation, Bus Tours, Hotels & Travel, Travel Agents, Travel Services, Airport Shuttles, Tours, Public Transportation",,,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYW8Buz8S8LpjIe6mZTAcw,Payless Liquors,954 N State Rd 135,Greenwood,IN,46143,39.632279734,-86.158674289,3.5,13,1,,"Food, Beer, Wine & Spirits",,True,,,,,,,True,2,,True,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Lx8ZYUJ_-3Aa8N821mN1WQ,ALM Kainan,"390 N McCarran Blvd, Ste B",Sparks,NV,89434,39.5371788,-119.7355322,4,13,0,,"Restaurants, Filipino",,True,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,9:0-19:0,,1,,True,False,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,False,False,,,u'none',,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,u'quiet',,,,,,,,,,,
M_THnNDHs29aylcK-JqS1A,Professional Healthcare of Pinellas,1839 Central Ave,Saint Petersburg,FL,33713,27.7713566,-82.6586115,1.5,6,1,True,"Doctors, Internal Medicine, Health & Medical",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
uCQqtYW_xc1EJRm7NyakdA,Yogurt Beach,2500 E 2nd St,Reno,NV,89595,39.523904,-119.777525,4.5,12,1,,"Food, Desserts",,True,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:15,12:0-23:15,False,1,,True,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,12:0-22:0,,,,,,,,,,,,,,,,,,,,
9LLxOjEhLNcdx8i4lL6EUQ,Banfield Pet Hospital,7801 US 31 S,Indianapolis,IN,46227,39.6531323637,-86.135859,2,10,1,,"Pets, Veterinarians",,,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h-y5azB-VlQAT3m7Ff2g2Q,P's & Q's - Premium Quality,820 S St,Philadelphia,PA,19147,39.942515,-75.156468,5,16,1,,"Fashion, Shopping, Men's Clothing",,True,,,,,,,True,3,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
XHTgtBSwLnwRHzKSbea2Fg,Michael Kors,"8701 Keystone Crossing, Ste 28",Indianapolis,IN,46240,39.914404,-86.107287,4,6,1,,"Shopping, Fashion",,True,,,,,,,,3,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
